fips,long,lat
1001,-86.494165,32.500389
1003,-87.762381,30.548923
1005,-85.310038,31.844036
1007,-87.127659,33.030921
1009,-86.591491,33.955243
1011,-85.701192,32.116327
1013,-86.65355,31.773539
1015,-85.819442,33.72546
1017,-85.266474,32.860439
1019,-85.629194,34.179333
1021,-86.687406,32.877547
1023,-88.264164,32.016562
1025,-87.815673,31.685685
1027,-85.820227,33.272412
1029,-85.494315,33.62977
1031,-85.904715,31.354433
1033,-87.685151,34.723385
1035,-86.996483,31.418674
1037,-86.155035,32.975932
1039,-86.410955,31.282449
1041,-86.29708,31.743487
1043,-86.831859,34.162362
1045,-85.641269,31.383346
1047,-87.034955,32.408815
1049,-85.817208,34.45511
1051,-86.225647,32.559652
1053,-87.282053,31.088737
1055,-86.025393,34.013693
1057,-87.770355,33.726422
1059,-87.793594,34.460481
1061,-85.788849,31.09426
1063,-87.924,32.830505
1065,-87.626084,32.775804
1067,-85.268828,31.478593
1069,-85.391221,31.20455
1071,-85.938698,34.731984
1073,-86.814688,33.518601
1075,-88.109649,33.762769
1077,-87.608759,34.866179
1079,-87.272414,34.543683
1081,-85.345833,32.588092
1083,-86.938972,34.815612
1085,-86.618688,32.162415
1087,-85.715007,32.425739
1089,-86.613232,34.746392
1091,-87.800648,32.340479
1093,-87.8743,34.111797
1095,-86.293279,34.311974
1097,-88.170637,30.683993
1099,-87.360894,31.505611
1101,-86.243797,32.346175
1103,-86.930781,34.514252
1105,-87.369219,32.581066
1107,-88.066472,33.292973
1109,-85.948647,31.787277
1111,-85.427266,33.257607
1113,-85.062843,32.421972
1115,-86.369107,33.660628
1117,-86.737978,33.290719
1119,-88.232646,32.57442
1121,-86.169238,33.372083
1123,-85.864503,32.85306
1125,-87.520229,33.214154
1127,-87.253922,33.834858
1129,-88.18612,31.410368
1131,-87.380407,31.999753
1133,-87.415693,34.163824
2013,-162.901536,54.860151
2016,-168.292885,54.023571
2020,-149.793182,61.192232
2050,-162.151263,60.679946
2060,-156.834047,58.735464
2068,-149.032949,63.882845
2070,-158.718472,59.136256
2090,-147.624018,64.831552
2100,-135.559897,59.264125
2105,-135.384163,58.078282
2110,-134.530605,58.358516
2122,-151.064475,60.292592
2130,-131.678527,55.367858
2150,-152.460881,57.779137
2164,-156.371652,58.557351
2170,-149.421961,61.611281
2180,-165.295491,64.457026
2185,-154.862085,70.522779
2188,-161.638185,66.943735
2195,-133.115025,56.812712
2198,-132.560842,55.448164
2201,-132.60169,55.469758
2220,-135.337171,57.062746
2230,-135.311501,59.464536
2232,-135.33448,58.415975
2240,-144.687024,63.856185
2261,-145.882504,61.26149
2270,-164.314723,62.089902
2275,-132.310837,56.385821
2280,-132.85609,56.683148
2282,-139.724878,59.547975
2290,-152.550423,65.010262
4001,-109.41484,35.577687
4003,-110.063053,31.607357
4005,-111.590056,35.514426
4007,-111.007494,33.82356
4009,-109.812181,32.86733
4011,-109.248712,32.970402
4012,-114.172146,33.908361
4013,-112.04143,33.493403
4015,-114.249634,35.069679
4017,-110.211155,34.893625
4019,-110.96001,32.216707
4021,-111.588364,33.060133
4023,-110.943195,31.434733
4025,-112.267767,34.629014
4027,-114.598663,32.65004
5001,-91.461284,34.405316
5003,-91.87136,33.179373
5005,-92.383933,36.332208
5007,-94.230543,36.337348
5009,-93.099344,36.267871
5011,-92.103312,33.569321
5013,-92.495555,33.591116
5015,-93.570816,36.373069
5017,-91.318378,33.32186
5019,-93.124856,34.094705
5021,-90.372418,36.370695
5023,-92.037481,35.510232
5025,-92.139146,33.914989
5027,-93.247459,33.258045
5029,-92.70416,35.214487
5031,-90.669325,35.835235
5033,-94.28436,35.496882
5035,-90.217261,35.17736
5037,-90.775307,35.252833
5039,-92.527123,33.869213
5041,-91.417485,33.773838
5043,-91.781779,33.6274
5045,-92.405359,35.104918
5047,-93.885464,35.446102
5049,-91.764934,36.376787
5051,-93.081852,34.505811
5053,-92.412714,34.309174
5055,-90.523016,36.07312
5057,-93.623587,33.699647
5059,-92.894595,34.353464
5061,-93.910184,33.983198
5063,-91.607539,35.749801
5065,-91.908429,36.120217
5067,-91.246233,35.621102
5069,-92.041179,34.233473
5071,-93.475517,35.475272
5073,-93.557538,33.287629
5075,-91.065733,36.070224
5077,-90.774516,34.785214
5079,-91.746234,33.975379
5081,-94.195995,33.700518
5083,-93.768119,35.227532
5085,-91.970577,34.905178
5087,-93.755297,36.061309
5089,-92.663368,36.28457
5091,-93.987504,33.400831
5093,-89.999037,35.84288
5095,-91.218021,34.777729
5097,-93.622663,34.517013
5099,-93.358085,33.722168
5101,-93.1705,35.98494
5103,-92.838871,33.574461
5105,-92.779271,34.999054
5107,-90.707796,34.529768
5109,-93.624765,34.187298
5111,-90.557998,35.60191
5113,-94.258519,34.52045
5115,-93.097238,35.309776
5117,-91.536241,34.859177
5119,-92.311659,34.773719
5121,-90.98842,36.304758
5123,-90.770297,35.015313
5125,-92.546163,34.593233
5127,-94.095905,34.907145
5129,-92.659155,35.922829
5131,-94.354435,35.318195
5133,-94.304091,34.014236
5135,-91.520168,36.178493
5137,-92.137,35.856705
5139,-92.64508,33.20687
5141,-92.421475,35.567839
5143,-94.172222,36.094275
5145,-91.767388,35.243736
5147,-91.252079,35.233191
5149,-93.28946,35.120982
6001,-122.100393,37.705201
6003,-119.847603,38.728298
6005,-120.775729,38.394208
6007,-121.707635,39.669037
6009,-120.633718,38.163627
6011,-122.085557,39.156148
6013,-122.030131,37.935588
6015,-124.163088,41.791232
6017,-120.74433,38.746543
6019,-119.767884,36.738918
6021,-122.177491,39.663418
6023,-124.087189,40.752982
6025,-115.534487,32.841101
6027,-118.267513,37.160247
6029,-118.936004,35.372968
6031,-119.729084,36.242749
6033,-122.734609,38.973362
6035,-120.579176,40.392397
6037,-118.244222,34.065193
6039,-120.00675,37.043099
6041,-122.547075,37.986705
6043,-119.957219,37.542748
6045,-123.397227,39.285329
6047,-120.623989,37.281016
6049,-120.650911,41.522584
6051,-118.970594,37.763322
6053,-121.646162,36.611722
6055,-122.321646,38.329075
6057,-120.916546,39.219524
6059,-117.86288,33.733953
6061,-121.182466,38.844511
6063,-120.825847,39.983857
6065,-117.066205,33.800439
6067,-121.380861,38.56895
6069,-121.403859,36.843404
6071,-117.357474,34.190248
6073,-117.112994,32.88326
6075,-122.438323,37.759598
6077,-121.298108,37.931804
6079,-120.667689,35.342391
6081,-122.340991,37.56395
6083,-120.092602,34.639262
6085,-121.910421,37.315105
6087,-121.936728,36.985171
6089,-122.299961,40.580269
6091,-120.414236,39.612588
6093,-122.489833,41.576203
6095,-122.069324,38.235582
6097,-122.720522,38.41408
6099,-120.955577,37.619147
6101,-121.644269,39.13549
6103,-122.218704,40.115187
6105,-123.072357,40.681268
6107,-119.231547,36.251227
6109,-120.32853,37.971531
6111,-119.025018,34.241989
6113,-121.721112,38.598913
6115,-121.506626,39.13883
8001,-104.927473,39.874297
8003,-105.877245,37.483069
8005,-104.845968,39.647528
8007,-107.085027,37.240087
8009,-102.527089,37.368221
8011,-103.1631,38.072386
8013,-105.183981,40.063299
8014,-105.055491,39.936888
8015,-106.082645,38.676497
8017,-102.45777,38.816795
8019,-105.52965,39.712957
8021,-105.989049,37.195652
8023,-105.448477,37.281779
8025,-103.857439,38.188547
8027,-105.381557,38.134216
8029,-107.910553,38.798565
8031,-104.955068,39.72143
8033,-108.75741,37.740817
8035,-104.879712,39.48527
8037,-106.717771,39.599453
8039,-104.51913,39.382868
8041,-104.758477,38.873669
8043,-105.206532,38.426058
8045,-107.539356,39.507561
8047,-105.48021,39.85702
8049,-105.9754,40.050388
8051,-106.944723,38.657886
8053,-107.29653,37.996875
8055,-104.884201,37.616312
8057,-106.291292,40.692851
8059,-105.128819,39.720524
8061,-102.680579,38.470657
8063,-102.435733,39.309763
8065,-106.308061,39.24587
8067,-107.806184,37.265198
8069,-105.099218,40.504546
8071,-104.503149,37.196601
8073,-103.613697,39.173232
8075,-103.187715,40.639399
8077,-108.543768,39.092851
8079,-106.935586,37.798623
8081,-107.625859,40.515239
8083,-108.557116,37.370817
8085,-107.934568,38.479142
8087,-103.781517,40.256023
8089,-103.657432,38.024096
8091,-107.746232,38.139834
8093,-105.623144,39.311718
8095,-102.387354,40.599517
8097,-106.907765,39.232543
8099,-102.547035,38.083772
8101,-104.645147,38.263685
8103,-108.280174,40.051033
8105,-106.238805,37.616658
8107,-106.899535,40.453133
8109,-106.019489,37.915302
8111,-107.673989,37.804646
8113,-107.960034,37.974202
8115,-102.32767,40.960246
8117,-106.054579,39.573131
8119,-105.140532,38.94355
8121,-103.156814,40.092526
8123,-104.788507,40.328082
8125,-102.486935,40.069473
9001,-73.364521,41.207889
9003,-72.717282,41.761943
9005,-73.187494,41.727851
9007,-72.571408,41.478564
9009,-72.941497,41.396052
9011,-72.097683,41.443373
9013,-72.37209,41.842762
9015,-71.995072,41.804225
10001,-75.558604,39.12322
10003,-75.634376,39.68502
10005,-75.346649,38.662387
11001,-77.014468,38.91027
12001,-82.386845,29.665903
12003,-82.185477,30.288432
12005,-85.660217,30.206925
12007,-82.128192,29.953429
12009,-80.690979,28.232195
12011,-80.227135,26.134058
12013,-85.122189,30.463143
12015,-82.119946,26.954793
12017,-82.453512,28.863598
12019,-81.79941,30.084386
12021,-81.699625,26.199831
12023,-82.660566,30.126051
12027,-81.864094,27.189369
12029,-83.056329,29.634179
12031,-81.622853,30.300302
12033,-87.274788,30.485314
12035,-81.224735,29.523494
12037,-84.822838,29.786787
12039,-84.581397,30.59828
12041,-82.808262,29.704639
12043,-81.185404,26.896029
12045,-85.259478,29.988579
12047,-82.997218,30.501534
12049,-81.815432,27.548312
12051,-81.202571,26.705392
12053,-82.496961,28.50485
12055,-81.442555,27.460415
12057,-82.401275,27.976529
12059,-85.758558,30.847684
12061,-80.440581,27.671827
12063,-85.216119,30.80024
12065,-83.886291,30.504031
12067,-83.179508,30.065418
12069,-81.752026,28.735689
12071,-81.858144,26.574992
12073,-84.270371,30.466103
12075,-82.666319,29.379995
12077,-84.905169,30.399795
12079,-83.430563,30.47263
12081,-82.532775,27.477054
12083,-82.123367,29.140116
12085,-80.244395,27.1443
12086,-80.298888,25.774565
12087,-81.263945,24.739678
12089,-81.647153,30.607962
12091,-86.567105,30.542829
12093,-80.822153,27.272057
12095,-81.384377,28.532855
12097,-81.383484,28.266765
12099,-80.146119,26.617075
12101,-82.51608,28.261606
12103,-82.727651,27.899794
12105,-81.799975,28.03114
12107,-81.720431,29.609299
12109,-81.421504,29.977088
12111,-80.353183,27.338067
12113,-87.036954,30.549593
12115,-82.423893,27.208205
12117,-81.310445,28.697834
12119,-82.035469,28.825768
12121,-82.987546,30.214688
12123,-83.597967,30.064881
12125,-82.356919,30.010768
12127,-81.123944,29.073725
12129,-84.331546,30.185525
12131,-86.190665,30.583729
12133,-85.625419,30.650718
13001,-82.338473,31.77388
13003,-82.886363,31.317301
13005,-82.466071,31.547221
13007,-84.437989,31.307754
13009,-83.245659,33.084849
13011,-83.506647,34.351255
13013,-83.7275,33.993054
13015,-84.829122,34.208435
13017,-83.248636,31.727638
13019,-83.252459,31.238588
13021,-83.687184,32.832049
13023,-83.33214,32.401368
13025,-81.96997,31.216648
13027,-83.54009,30.842082
13029,-81.375954,31.979537
13031,-81.76242,32.417702
13033,-81.998447,33.101987
13035,-83.970002,33.296102
13037,-84.668445,31.527412
13039,-81.635079,30.814165
13043,-82.062305,32.399861
13045,-85.044673,33.622193
13047,-85.17282,34.927795
13049,-82.023033,30.780002
13051,-81.126449,32.036008
13053,-84.899254,32.344231
13055,-85.344167,34.495509
13057,-84.496595,34.169606
13059,-83.380863,33.950406
13061,-85.013368,31.633549
13063,-84.362238,33.553383
13065,-82.740932,31.017888
13067,-84.557878,33.943254
13069,-82.840667,31.516
13071,-83.768671,31.180955
13073,-82.165654,33.51622
13075,-83.424499,31.149847
13077,-84.736399,33.379117
13079,-83.934002,32.707681
13081,-83.777791,31.947962
13083,-85.497004,34.882709
13085,-84.104119,34.40138
13087,-84.57036,30.888345
13089,-84.248029,33.789813
13091,-83.175591,32.212815
13093,-83.784195,32.16758
13095,-84.167625,31.573426
13097,-84.734644,33.724923
13099,-84.916722,31.331726
13101,-83.057989,30.708629
13103,-81.299511,32.291745
13105,-82.879523,34.126521
13107,-82.307952,32.58586
13109,-81.907367,32.169649
13111,-84.313402,34.901383
13113,-84.512414,33.427941
13115,-85.183164,34.255796
13117,-84.144322,34.19492
13119,-83.186079,34.377335
13121,-84.393645,33.836086
13123,-84.483646,34.677249
13125,-82.609847,33.235927
13127,-81.486488,31.202698
13129,-84.908795,34.498326
13131,-84.214288,30.882764
13133,-83.166093,33.549876
13135,-84.057963,33.951956
13137,-83.541626,34.56516
13139,-83.844712,34.275205
13141,-83.002047,33.255825
13143,-85.18547,33.76192
13145,-84.895034,32.699933
13147,-82.964953,34.355413
13149,-85.1134,33.309334
13151,-84.175416,33.475842
13153,-83.663357,32.571603
13155,-83.280834,31.604647
13157,-83.584805,34.132059
13159,-83.724341,33.356251
13161,-82.600696,31.848776
13163,-82.407657,33.063551
13165,-81.950133,32.794618
13167,-82.679535,32.701199
13169,-83.54514,32.962134
13171,-84.1544,33.08002
13173,-83.090886,31.035393
13175,-82.926131,32.516487
13177,-84.173396,31.681194
13179,-81.578482,31.827766
13181,-82.44638,33.781126
13183,-81.733663,31.778807
13185,-83.280221,30.857006
13187,-83.986879,34.524951
13189,-82.469866,33.459617
13191,-81.407579,31.47526
13193,-84.038814,32.325042
13195,-83.24068,34.104614
13197,-84.523557,32.380907
13199,-84.672846,33.008863
13201,-84.737198,31.159722
13205,-84.172094,31.216853
13207,-83.906823,33.038194
13209,-82.533261,32.167319
13211,-83.485957,33.600243
13213,-84.792066,34.782329
13215,-84.930634,32.492289
13217,-83.896609,33.56952
13219,-83.457946,33.875278
13221,-83.14492,33.916594
13223,-84.816609,33.905688
13225,-83.82958,32.584826
13227,-84.442301,34.455892
13229,-82.240429,31.314668
13231,-84.366796,33.103227
13233,-85.176771,34.010878
13235,-83.480342,32.275344
13237,-83.339663,33.317059
13239,-85.077727,31.859377
13241,-83.407223,34.87903
13243,-84.758026,31.760403
13245,-82.049444,33.426859
13247,-84.020894,33.642043
13249,-84.306781,32.241549
13251,-81.627328,32.722842
13253,-84.868027,30.972496
13255,-84.273339,33.258051
13257,-83.288681,34.556904
13259,-84.764519,32.069335
13261,-84.221818,32.059981
13263,-84.582116,32.703124
13265,-82.88576,33.5688
13267,-82.052217,32.043908
13269,-84.215083,32.560542
13271,-82.892471,32.01562
13273,-84.42886,31.772157
13275,-83.948411,30.868962
13277,-83.515048,31.454362
13279,-82.367022,32.183936
13281,-83.782961,34.938692
13283,-82.589718,32.387047
13285,-85.031746,33.036737
13287,-83.636891,31.700824
13289,-83.416286,32.703662
13291,-84.002286,34.874243
13293,-84.324382,32.907469
13295,-85.293376,34.83654
13297,-83.784266,33.795381
13299,-82.383943,31.22682
13301,-82.662844,33.407596
13303,-82.773406,32.962029
13305,-81.919105,31.611857
13307,-84.560657,32.049343
13309,-82.751307,32.146558
13311,-83.744309,34.601048
13313,-84.965686,34.792742
13315,-83.405657,31.975167
13317,-82.753524,33.755364
13319,-83.239491,32.8443
13321,-83.861186,31.535712
15001,-155.421895,19.672837
15003,-157.913673,21.372464
15005,-156.979972,21.188495
15007,-159.442112,22.021022
15009,-156.493816,20.863747
16001,-116.304409,43.611186
16003,-116.375947,44.848619
16005,-112.423672,42.869212
16007,-111.341632,42.306336
16009,-116.639736,47.271692
16011,-112.355721,43.217372
16013,-114.294277,43.541366
16015,-115.993695,43.899702
16017,-116.630982,48.235649
16019,-111.997623,43.494876
16021,-116.302851,48.705964
16023,-113.294562,43.699097
16025,-114.756451,43.350524
16027,-116.627276,43.611438
16029,-111.656063,42.643778
16031,-113.741833,42.482791
16033,-112.278608,44.185815
16035,-116.185221,46.48524
16037,-114.048035,44.285168
16039,-115.684407,43.11532
16041,-111.872202,42.0993
16043,-111.615464,44.014844
16045,-116.506739,43.884323
16047,-114.751067,42.852717
16049,-116.106566,45.974127
16051,-111.969394,43.691123
16053,-114.462669,42.698447
16055,-116.832581,47.73713
16057,-116.934434,46.742968
16059,-113.86153,45.127412
16061,-116.25739,46.238066
16063,-114.326069,42.973467
16065,-111.794073,43.819114
16067,-113.712227,42.613266
16069,-116.950462,46.394126
16071,-112.301274,42.181568
16073,-116.681558,43.376748
16075,-116.894281,44.020334
16077,-112.829004,42.775001
16079,-116.085925,47.514637
16081,-111.125546,43.692977
16083,-114.504002,42.558563
16085,-116.073719,44.758677
16087,-116.919922,44.297898
17001,-91.328948,39.943826
17003,-89.289666,37.149251
17005,-89.432819,38.884622
17007,-88.851989,42.293981
17009,-90.746466,39.964815
17011,-89.42378,41.382964
17013,-90.63801,39.12353
17015,-89.963255,42.071879
17017,-90.319209,39.979866
17019,-88.233083,40.128073
17021,-89.254627,39.525298
17023,-87.800246,39.351007
17025,-88.490134,38.716132
17027,-89.472099,38.587753
17029,-88.258277,39.487297
17031,-87.757714,41.865937
17033,-87.748024,39.00569
17035,-88.280887,39.275965
17037,-88.72946,41.927172
17039,-88.908946,40.171701
17041,-88.279794,39.766826
17043,-88.071617,41.849815
17045,-87.71537,39.635942
17047,-88.04063,38.402493
17049,-88.576033,39.094723
17051,-89.033295,38.997829
17053,-88.217453,40.527422
17055,-88.953316,37.962135
17057,-90.119357,40.521963
17059,-88.238563,37.770001
17061,-90.373465,39.37224
17063,-88.347437,41.345274
17065,-88.557747,38.092156
17067,-91.203133,40.425725
17069,-88.290573,37.478453
17071,-90.9448,40.828841
17073,-90.134757,41.348782
17075,-87.834391,40.763597
17077,-89.274031,37.747793
17079,-88.159885,39.003765
17081,-88.910808,38.308488
17083,-90.32042,39.072862
17085,-90.305944,42.411324
17087,-88.882358,37.474558
17089,-88.331264,41.918111
17091,-87.850867,41.148582
17093,-88.379066,41.663724
17095,-90.328601,40.937032
17097,-87.969458,42.313072
17099,-88.895997,41.350798
17101,-87.748328,38.718291
17103,-89.398207,41.810242
17105,-88.573187,40.907044
17107,-89.361505,40.140775
17109,-90.669344,40.469472
17111,-88.34988,42.271472
17113,-88.954977,40.494123
17115,-88.947076,39.851176
17117,-89.877035,39.19403
17119,-90.018097,38.801396
17121,-89.016967,38.59071
17123,-89.315638,41.043034
17125,-89.898924,40.286475
17127,-88.714109,37.178592
17129,-89.799507,39.99726
17131,-90.687167,41.214043
17133,-90.171163,38.358529
17135,-89.505319,39.198961
17137,-90.231161,39.718155
17139,-88.614419,39.631979
17141,-89.256098,42.028653
17143,-89.638993,40.742915
17145,-89.323862,38.058514
17147,-88.581585,40.007008
17149,-90.859127,39.621311
17151,-88.54991,37.39893
17153,-89.13475,37.199543
17155,-89.270945,41.229306
17157,-89.809249,38.055541
17159,-88.088315,38.725943
17161,-90.504005,41.489142
17163,-90.000674,38.550219
17165,-88.536395,37.754786
17167,-89.652867,39.772757
17169,-90.568639,40.13118
17171,-90.462754,39.645737
17173,-88.802073,39.396539
17175,-89.792451,41.098377
17177,-89.644541,42.324139
17179,-89.534104,40.602899
17181,-89.236505,37.46858
17183,-87.654806,40.149683
17185,-87.789625,38.431283
17187,-90.636371,40.890638
17189,-89.39393,38.359407
17191,-88.422496,38.406869
17193,-88.192241,38.089959
17195,-89.823253,41.780798
17197,-88.057232,41.565138
17199,-88.974979,37.755675
17201,-89.06224,42.307128
17203,-89.29031,40.771239
18001,-84.934317,40.753767
18003,-85.122329,41.098642
18005,-85.902794,39.216785
18007,-87.291433,40.575066
18009,-85.34419,40.469726
18011,-86.398737,40.013009
18013,-86.20969,39.236241
18015,-86.600098,40.578983
18017,-86.339592,40.747104
18019,-85.732035,38.371546
18021,-87.124217,39.469066
18023,-86.512307,40.298201
18025,-86.423444,38.313435
18027,-87.098076,38.696963
18029,-84.920935,39.14462
18031,-85.494211,39.319975
18033,-85.034285,41.378214
18035,-85.401962,40.20517
18037,-86.914032,38.357067
18039,-85.906728,41.637679
18041,-85.147496,39.640791
18043,-85.855645,38.321514
18045,-87.271946,40.152089
18047,-85.070265,39.401885
18049,-86.220078,41.059389
18051,-87.546685,38.30918
18053,-85.644413,40.525253
18055,-86.992172,39.052316
18057,-86.059737,40.002534
18059,-85.824125,39.811662
18061,-86.097474,38.233745
18063,-86.415055,39.772784
18065,-85.403678,39.928644
18067,-86.132959,40.470704
18069,-85.487085,40.870224
18071,-85.942654,38.925896
18073,-87.149436,41.075783
18075,-85.033025,40.428424
18077,-85.433692,38.758956
18079,-85.648821,39.005169
18081,-86.113609,39.553276
18083,-87.45768,38.698623
18085,-85.830484,41.266796
18087,-85.46117,41.6324
18089,-87.408155,41.526226
18091,-86.790977,41.631837
18093,-86.495718,38.846386
18095,-85.708901,40.11412
18097,-86.135905,39.791299
18099,-86.273082,41.347248
18101,-86.848113,38.678357
18103,-86.073933,40.730651
18105,-86.537697,39.162879
18107,-86.90006,40.03511
18109,-86.399318,39.512251
18111,-87.380385,40.994087
18113,-85.391205,41.413892
18115,-84.911295,38.954549
18117,-86.496982,38.562156
18119,-86.799822,39.315596
18121,-87.227997,39.758327
18123,-86.705205,38.009327
18125,-87.233923,38.424833
18127,-87.105308,41.513679
18129,-87.823041,38.013245
18131,-86.685266,41.050592
18133,-86.835611,39.646107
18135,-84.997064,40.168573
18137,-85.218379,39.159402
18139,-85.474569,39.623616
18141,-86.228686,41.6754
18143,-85.762718,38.698198
18145,-85.789825,39.536039
18147,-87.011149,38.015495
18149,-86.631962,41.282896
18151,-85.010662,41.649521
18153,-87.390988,39.103093
18155,-85.023499,38.819835
18157,-86.886971,40.41788
18159,-86.050587,40.308849
18161,-84.919102,39.618626
18163,-87.551819,37.996062
18165,-87.440231,39.763164
18167,-87.387985,39.460817
18169,-85.802372,40.858522
18171,-87.326289,40.312186
18173,-87.352574,38.012884
18175,-86.086677,38.572886
18177,-84.949811,39.842737
18179,-85.194412,40.770771
18181,-86.810306,40.755698
18183,-85.47848,41.163144
19001,-94.479157,41.344629
